"STATION","NAME","DATE","AWND","AWND_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES"
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2019-08-29","11.41",",,W",,,"0.01",",,W,2400","0.0",",,W,2400",,,"70","H,,S","79",",,W","61",",,W","  280",",,W","  280",",,W","19.9",",,W","23.9",",,W",,,,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2019-08-30","10.07",",,W",,,"0.00",",,W,2400","0.0",",,W,2400",,,"68","H,,S","80",",,W","56",",,W","  230",",,W","  220",",,W","21.0",",,W","25.9",",,W",,,,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2019-08-31","8.72",",,W",,,"0.00",",,W,2400","0.0",",,W,2400",,,"66","H,,S","74",",,W","59",",,W","  300",",,W","  290",",,W","18.1",",,W","23.0",",,W",,,,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2019-09-01","6.04",",,W",,,"0.00",",,W,2400","0.0",",,W,2400",,,"63","H,,S","70",",,W","56",",,W","  180",",,W","  180",",,W","12.1",",,W","15.0",",,W",,,,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2019-09-02","8.50",",,W",,,"1.26",",,W,2400","0.0",",,W,2400",,,"63","H,,S","69",",,W","57",",,W","  200",",,W","  180",",,W","15.0",",,W","19.0",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2019-09-03","5.82",",,W",,,"0.00",",,W,2400","0.0",",,W,2400",,,"67","H,,S","76",",,W","57",",,W","  210",",,W","  290",",,W","13.0",",,W","17.0",",,W",,,,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2019-09-04","12.53",",,W",,,"0.00","T,,W,2400","0.0",",,W,2400",,,"67","H,,S","78",",,W","61",",,W","  300",",,W","  290",",,W","21.0",",,W","30.0",",,W",,,,,"    1",",,W",,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2019-09-05","5.37",",,W",,,"0.00",",,W,2400","0.0",",,W,2400",,,"62","H,,S","68",",,W","54",",,W","  300",",,W","  300",",,W","18.1",",,W","23.9",",,W",,,,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2019-09-06","10.07",",,W",,,"0.00","T,,W,2400","0.0",",,W,2400",,,"58","H,,S","62",",,W","53",",,W","   60",",,W","   70",",,W","18.1",",,W","27.1",",,W",,,,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2019-09-07","12.30",",,W",,,"0.04",",,W,2400","0.0",",,W,2400",,,"58","H,,S","69",",,W","50",",,W","   10",",,W","  360",",,W","23.0",",,W","35.1",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2019-09-08","9.40",",,W",,,"0.00",",,W,2400","0.0",",,W,2400",,,"60","H,,S","69",",,W","52",",,W","  290",",,W","  300",",,W","18.1",",,W","27.1",",,W",,,,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2019-09-09","3.36",",,W",,,"0.00",",,W,2400","0.0",",,W,2400",,,"62","H,,S","70",",,W","56",",,W","   10",",,W","   20",",,W","8.9",",,W","14.1",",,W",,,,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2019-09-10","7.16",",,W",,,"0.00","T,,W,2400","0.0",",,W,2400",,,"61","H,,S","67",",,W","55",",,W","  210",",,W","  210",",,W","17.0",",,W","21.0",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2019-09-11","12.30",",,W",,,"0.00","T,,W,2400","0.0",",,W,2400",,,"69","H,,S","80",",,W","64",",,W","  240",",,W","  240",",,W","23.0",",,W","30.0",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2019-09-12","6.71",",,W",,,"0.26",",,W,2400","0.0",",,W,2400",,,"62","H,,S","68",",,W","50",",,W","   60",",,W","   60",",,W","15.0",",,W","21.9",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2019-09-13","7.61",",,W",,,"0.00",",,W,2400","0.0",",,W,2400",,,"56","H,,S","64",",,W","48",",,W","   70",",,W","   60",",,W","14.1",",,W","19.9",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2019-09-14","10.74",",,W",,,"0.39",",,W,2400","0.0",",,W,2400",,,"56","H,,S","65",",,W","47",",,W","  190",",,W","  190",",,W","19.9",",,W","25.1",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2019-09-15","8.50",",,W",,,"0.00","T,,W,2400","0.0",",,W,2400",,,"66","H,,S","73",",,W","60",",,W","  240",",,W","  260",",,W","15.0",",,W","21.9",",,W",,,,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2019-09-16","9.17",",,W",,,"0.00",",,W,2400","0.0",",,W,2400",,,"62","H,,S","69",",,W","51",",,W","  280",",,W","  280",",,W","16.1",",,W","21.0",",,W",,,,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2019-09-17","7.38",",,W",,,"0.00",",,W,2400","0.0",",,W,2400",,,"59","H,,S","67",",,W","51",",,W","  350",",,W","  360",",,W","18.1",",,W","27.1",",,W",,,,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2019-09-18","6.93",",,W",,,"0.00","T,,W,2400","0.0",",,W,2400",,,"54","H,,S","60",",,W","44",",,W","   40",",,W","   40",",,W","15.0",",,W","21.0",",,W",,,,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2019-09-19","5.37",",,W",,,"0.00",",,W,2400","0.0",",,W,2400",,,"53","H,,S","66",",,W","41",",,W","  270",",,W","   60",",,W","10.1",",,W","13.0",",,W",,,,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2019-09-20","10.29",",,W",,,"0.00",",,W,2400","0.0",",,W,2400",,,"60","H,,S","75",",,W","47",",,W","  300",",,W","  290",",,W","16.1",",,W","21.9",",,W",,,,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2019-09-21","6.71",",,W",,,"0.00",",,W,2400","0.0",",,W,2400",,,"68","H,,S","79",",,W","59",",,W","  290",",,W","  290",",,W","15.0",",,W","18.1",",,W",,,,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2019-09-22","10.51",",,W",,,"0.00",",,W,2400","0.0",",,W,2400",,,"69","H,,S","80",",,W","58",",,W","  240",",,W","  240",",,W","18.1",",,W","23.0",",,W",,,,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2019-09-23","12.75",",,W",,,"0.05",",,W,2400","0.0",",,W,2400",,,"72","H,,S","85",",,W","64",",,W","  300",",,W","  310",",,W","21.0",",,W","29.1",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2019-09-24","11.18",",,W",,,"0.00","T,,W,2400","0.0",",,W,2400",,,"65","H,,S","70",",,W","52",",,W","  270",",,W","  280",",,W","19.9",",,W","27.1",",,W",,,,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2019-09-25","8.95",",,W",,,"0.00",",,W,2400","0.0",",,W,2400",,,"58","H,,S","68",",,W","48",",,W","  280",",,W","  270",",,W","16.1",",,W","19.9",",,W",,,,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2019-09-26","10.29",",,W",,,"0.19",",,W,2400","0.0",",,W,2400",,,"62","H,,S","75",",,W","52",",,W","  220",",,W","  210",",,W","28.0",",,W","34.0",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2019-09-27","6.71",",,W",,,"0.00",",,W,2400","0.0",",,W,2400",,,"58","H,,S","68",",,W","48",",,W","  290",",,W","  280",",,W","14.1",",,W","19.0",",,W",,,,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2019-09-28","12.53",",,W",,,"0.00",",,W,2400","0.0",",,W,2400",,,"62","H,,S","75",",,W","54",",,W","  210",",,W","  210",",,W","21.9",",,W","29.1",",,W",,,,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2019-09-29","8.05",",,W",,,"0.00",",,W,2400","0.0",",,W,2400",,,"65","H,,S","71",",,W","52",",,W","   10",",,W","  330",",,W","15.0",",,W","25.1",",,W",,,,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2019-09-30","7.16",",,W",,,"0.00",",,W,2400","0.0",",,W,2400",,,"54","H,,S","62",",,W","45",",,W","  190",",,W","  180",",,W","13.0",",,W","17.0",",,W",,,,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2019-10-01","13.42",",,W",,,"0.03",",,W,2400","0.0",",,W,2400",,,"59","H,,S","70",",,W","53",",,W","  240",",,W","  240",",,W","21.9",",,W","30.0",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2019-10-02","10.51",",,W",,,"0.14",",,W,2400","0.0",",,W,2400",,,"67","H,,S","73",",,W","47",",,W","  240",",,W","  240",",,W","19.9",",,W","23.9",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2019-10-03","7.16",",,W",,,"0.14",",,W,2400","0.0",",,W,2400",,,"48","H,,S",,,"44",",,W","   60",",,W","   50",",,W","14.1",",,W","19.0",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2019-10-04","10.96",",,W",,,"0.05",",,W,2400","0.0",",,W,2400",,,"49","H,,S","56",",,W","39",",,W","  350",",,W","  350",",,W","23.0",",,W","32.0",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2019-10-05","6.49",",,W",,,"0.00",",,W,2400","0.0",",,W,2400",,,"45","H,,S","56",",,W","38",",,W","  340",",,W","   10",",,W","13.0",",,W","18.1",",,W",,,,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2019-10-06","12.08",",,W",,,"0.00",",,W,2400","0.0",",,W,2400",,,"49","H,,S","64",",,W","37",",,W","  210",",,W","  190",",,W","21.0",",,W","28.0",",,W",,,,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2019-10-07","15.21",",,W",,,"0.57",",,W,2400","0.0",",,W,2400",,,"65","H,,S","72",",,W","55",",,W","  220",",,W","  220",",,W","30.0",",,W","38.9",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2019-10-08","7.38",",,W",,,"0.02",",,W,2400","0.0",",,W,2400",,,"55","H,,S","58",",,W","49",",,W","  290",",,W","  300",",,W","15.0",",,W","21.0",",,W",,,,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2019-10-09","12.30",",,W",,,"0.08",",,W,2400","0.0",",,W,2400",,,"49","H,,S","50",",,W","47",",,W","   30",",,W","   20",",,W","17.0",",,W","30.0",",,W",,,,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2019-10-10","14.32",",,W",,,"0.00","T,,W,2400","0.0",",,W,2400",,,"49","H,,S","52",",,W","47",",,W","   30",",,W","   20",",,W","21.0",",,W","36.0",",,W",,,,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2019-10-11","14.54",",,W",,,"0.03",",,W,2400","0.0",",,W,2400",,,"49","H,,S","54",",,W","45",",,W","   30",",,W","   30",",,W","23.9",",,W","38.0",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2019-10-12","6.71",",,W",,,"0.03",",,W,2400","0.0",",,W,2400",,,"50","H,,S","54",",,W","47",",,W","   30",",,W","   50",",,W","16.1",",,W","25.9",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2019-10-13","8.05",",,W",,,"0.00",",,W,2400","0.0",",,W,2400",,,"53","H,,S","64",",,W","47",",,W","  280",",,W","  280",",,W","18.1",",,W","23.0",",,W",,,,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2019-10-14","7.16",",,W",,,"0.00",",,W,2400","0.0",",,W,2400",,,"54","H,,S","66",",,W","43",",,W","  290",",,W","  290",",,W","14.1",",,W","16.1",",,W",,,,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2019-10-15","8.28",",,W",,,"0.00",",,W,2400","0.0",",,W,2400",,,"50","H,,S","57",",,W","39",",,W","  300",",,W","  300",",,W","17.0",",,W","23.0",",,W",,,,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2019-10-16","10.74",",,W",,,"1.81",",,W,2400","0.0",",,W,2400",,,"49","H,,S","57",",,W","41",",,W","   50",",,W","   50",",,W","25.1",",,W","38.0",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2019-10-17","20.36",",,W",,,"1.62",",,W,2400","0.0",",,W,2400",,,"48","H,,S","55",",,W","42",",,W","  250",",,W","  240",",,W","33.1",",,W","46.1",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2019-10-18","11.86",",,W",,,"0.00",",,W,2400","0.0",",,W,2400",,,"47","H,,S","53",",,W","39",",,W","  300",",,W","  280",",,W","23.0",",,W","30.0",",,W",,,,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2019-10-19","6.71",",,W",,,"0.00",",,W,2400","0.0",",,W,2400",,,"44","H,,S","55",",,W","33",",,W","  320",",,W","  290",",,W","15.0",",,W","19.0",",,W",,,,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2019-10-20","5.14",",,W",,,"0.14",",,W,2400","0.0",",,W,2400",,,"49","H,,S","56",",,W","42",",,W","  190",",,W","  160",",,W","8.9",",,W","13.0",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2019-10-21","6.71",",,W",,,"0.00","T,,W,2400","0.0",",,W,2400",,,"51","H,,S","61",",,W","46",",,W","   30",",,W","   20",",,W","14.1",",,W","19.0",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2019-10-22","8.05",",,W",,,"0.16",",,W,2400","0.0",",,W,2400",,,"48","H,,S","52",",,W","45",",,W","   60",",,W","   80",",,W","14.1",",,W","19.0",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2019-10-23","10.51",",,W",,,"0.48",",,W,2400","0.0",",,W,2400",,,"54","H,,S","61",",,W","45",",,W","  270",",,W","  270",",,W","23.0",",,W","32.0",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2019-10-24","10.96",",,W",,,"0.00",",,W,2400","0.0",",,W,2400",,,"51","H,,S","63",",,W","41",",,W","  210",",,W","  220",",,W","21.0",",,W","25.1",",,W",,,,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2019-10-25","4.47",",,W",,,"0.01",",,W,2400","0.0",",,W,2400",,,"52","H,,S","60",",,W","46",",,W","  260",",,W","  250",",,W","8.9",",,W","12.1",",,W",,,,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2019-10-26","5.59",",,W",,,"0.00","T,,W,2400","0.0",",,W,2400",,,"50","H,,S","57",",,W","43",",,W","  310",",,W","  310",",,W","16.1",",,W","21.0",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2019-10-27","8.95",",,W",,,"1.55",",,W,2400","0.0",",,W,2400",,,"45","H,,S","47",",,W","44",",,W","   10",",,W","   30",",,W","18.1",",,W","25.1",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2019-10-28","5.37",",,W",,,"0.02",",,W,2400","0.0",",,W,2400",,,"47","H,,S","50",",,W","45",",,W","  360",",,W","  360",",,W","10.1",",,W","14.1",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2019-10-29","5.14",",,W",,,"0.03",",,W,2400","0.0",",,W,2400",,,"47","H,,S","51",",,W","45",",,W","  140",",,W","  140",",,W","10.1",",,W","13.0",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2019-10-30","2.91",",,W",,,"0.19",",,W,2400","0.0",",,W,2400",,,"54","H,,S","66",",,W","51",",,W","  210",",,W","   60",",,W","8.9",",,W","11.0",",,W","    1",",,W","    1",",,W",,,,,,,,,"    1",",,W",,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2019-10-31","17.22",",,W",,,"0.59",",,W,2400","0.0",",,W,2400",,,"60","H,,S","68",",,W","56",",,W","  190",",,W","  190",",,W","36.0",",,W","51.0",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2019-11-01","19.91",",,W",,,"0.08",",,W,2400","0.0",",,W,2400",,,"53","H,,S","68",",,W","34",",,W","  260",",,W","  200",",,W","38.0",",,W","55.9",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2019-11-02","5.14",",,W",,,"0.00",",,W,2400","0.0",",,W,2400",,,"38","H,,S","47",",,W","30",",,W","  170",",,W","  190",",,W","10.1",",,W","14.1",",,W",,,,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2019-11-03","9.62",",,W",,,"0.00",",,W,2400","0.0",",,W,2400",,,"40","H,,S","49",",,W","34",",,W","  280",",,W","  240",",,W","18.1",",,W","25.9",",,W",,,,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2019-11-04","8.95",",,W",,,"0.00",",,W,2400","0.0",",,W,2400",,,"40","H,,S","50",",,W","31",",,W","  240",",,W","  240",",,W","15.0",",,W","19.9",",,W",,,,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2019-11-05","7.61",",,W",,,"0.01",",,W,2400","0.0",",,W,2400",,,"45","H,,S","52",",,W","39",",,W","  280",",,W","  280",",,W","17.0",",,W","21.9",",,W",,,,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2019-11-06","9.17",",,W",,,"0.00",",,W,2400","0.0",",,W,2400",,,"42","H,,S","48",",,W","33",",,W","  260",",,W","  270",",,W","21.0",",,W","27.1",",,W",,,,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2019-11-07","12.30",",,W",,,"0.34",",,W,2400","0.0",",,W,2400",,,"41","H,,S","51",",,W","32",",,W","  220",",,W","  210",",,W","21.0",",,W","30.0",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2019-11-08","13.42",",,W",,,"0.00","T,,W,2400","0.0","T,,W,2400",,,"30","H,,S","35",",,W","22",",,W","  300",",,W","  310",",,W","28.0",",,W","35.1",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2019-11-09","7.83",",,W",,,"0.00",",,W,2400","0.0",",,W,2400",,,"25","H,,S","35",",,W","15",",,W","  220",",,W","  230",",,W","13.0",",,W","17.0",",,W",,,,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2019-11-10","11.63",",,W",,,"0.00",",,W,2400","0.0",",,W,2400",,,"35","H,,S","48",",,W","28",",,W","  230",",,W","  230",",,W","25.9",",,W","32.0",",,W",,,,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2019-11-11","7.61",",,W",,,"0.00",",,W,2400","0.0",",,W,2400",,,"41","H,,S","50",",,W","35",",,W","   30",",,W","   40",",,W","13.0",",,W","18.1",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2019-11-12","13.87",",,W",,,"0.03",",,W,2400","0.0","T,,W,2400",,,"34","H,,S","43",",,W","17",",,W","  300",",,W","  290",",,W","30.0",",,W","40.9",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2019-11-13","13.20",",,W",,,"0.00",",,W,2400","0.0",",,W,2400",,,"19","H,,S","26",",,W","13",",,W","  300",",,W","  310",",,W","25.9",",,W","38.9",",,W",,,,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2019-11-14","5.82",",,W",,,"0.00",",,W,2400","0.0","T,,W,2400",,,"23","H,,S","34",",,W","15",",,W","  250",",,W","  240",",,W","14.1",",,W","17.0",",,W",,,,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2019-11-15","10.51",",,W",,,"0.00",",,W,2400","0.0",",,W,2400",,,"36","H,,S","45",",,W","28",",,W","  280",",,W","  290",",,W","21.9",",,W","30.0",",,W",,,,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2019-11-16","9.84",",,W",,,"0.00",",,W,2400","0.0",",,W,2400",,,"29","H,,S","34",",,W","21",",,W","  350",",,W","  340",",,W","23.0",",,W","33.1",",,W",,,,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2019-11-17","10.07",",,W",,,"0.00","T,,W,2400","0.0","T,,W,2400",,,"24","H,,S","31",",,W","20",",,W","   20",",,W","   10",",,W","16.1",",,W","21.9",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2019-11-18","12.30",",,W",,,"0.04",",,W,2400","0.0","T,,W,2400",,,"33","H,,S","38",",,W","29",",,W","   30",",,W","   30",",,W","18.1",",,W","27.1",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2019-11-19","3.80",",,W",,,"0.36",",,W,2400","0.0","T,,W,2400",,,"38","H,,S","39",",,W","36",",,W","  360",",,W","  260",",,W","10.1",",,W","14.1",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2019-11-20","8.50",",,W",,,"0.07",",,W,2400","0.0","T,,W,2400",,,"36","H,,S","37",",,W","32",",,W","  310",",,W","  310",",,W","17.0",",,W","23.0",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2019-11-21","9.40",",,W",,,"0.00",",,W,2400","0.0",",,W,2400",,,"35","H,,S","44",",,W","31",",,W","  300",",,W","  310",",,W","19.9",",,W","25.1",",,W",,,,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2019-11-22","17.22",",,W",,,"0.11",",,W,2400","0.0",",,W,2400",,,"41","H,,S","49",",,W","31",",,W","  280",",,W","  280",",,W","31.1",",,W","47.0",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2019-11-23","11.41",",,W",,,"0.00",",,W,2400","0.0",",,W,2400",,,"33","H,,S","40",",,W","28",",,W","  270",",,W","  280",",,W","21.0",",,W","29.1",",,W",,,,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2019-11-24","14.54",",,W",,,"1.34",",,W,2400","0.0","T,,W,2400",,,"34","H,,S","37",",,W","33",",,W","  290",",,W","  280",",,W","30.0",",,W","40.9",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2019-11-25","10.74",",,W",,,"0.00",",,W,2400","0.0",",,W,2400",,,"39","H,,S","48",",,W","34",",,W","  280",",,W","  270",",,W","25.9",",,W","36.0",",,W",,,,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2019-11-26","11.18",",,W",,,"0.00",",,W,2400","0.0",",,W,2400",,,"44","H,,S","57",",,W","34",",,W","  230",",,W","  230",",,W","23.9",",,W","30.0",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2019-11-27","7.83",",,W",,,"0.22",",,W,2400","0.0",",,W,2400",,,"44","H,,S","47",",,W","38",",,W","  280",",,W","  260",",,W","23.9",",,W","38.0",",,W","    1",",,W","    1",",,W","    1",",,W",,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2019-11-28","21.03",",,W",,,"0.00","T,,W,2400","0.0",",,W,2400",,,"40","H,,S","44",",,W","28",",,W","  280",",,W","  320",",,W","32.0",",,W","45.0",",,W",,,,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2019-11-29","15.88",",,W",,,"0.00",",,W,2400","0.0",",,W,2400",,,"30","H,,S","36",",,W","26",",,W","  300",",,W","  310",",,W","25.1",",,W","33.1",",,W",,,,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2019-11-30","17.00",",,W",,,"0.00",",,W,2400","0.0",",,W,2400",,,"26","H,,S","33",",,W","18",",,W","  300",",,W","  290",",,W","30.0",",,W","36.9",",,W",,,,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2019-12-01","7.83",",,W",,,"0.90",",,W,2400","8.9",",,W,2400",,,"21","H,,S","28",",,W","14",",,W","   30",",,W","   30",",,W","21.0",",,W","36.9",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2019-12-02","17.45",",,W",,,"0.46",",,W,2400","3.5",",,W,2400",,,"27","H,,S","29",",,W","25",",,W","   10",",,W","   10",",,W","25.1",",,W","44.1",",,W","    1",",,W","    1",",,W",,,,,,,"    1",",,W",,,,
